Algorithm;TimeMs;PathLength;Rotations;Success;Step;Manhattan
Firefly;1007,79;72;3;True;1;68
Camel;1020,16;79;6;True;1;68
ACO;1011,32;72;3;True;1;68
Camel;1011,08;79;3;True;73;65
Firefly;1007,74;73;3;True;73;65
ACO;1014,67;0;0;False;73;65
Camel;1033,04;100;3;True;73;90
Firefly;1006,61;101;5;True;73;90
ACO;1011,36;98;7;True;73;90
Firefly;1007,30;70;4;True;171;65
Camel;1020,31;76;6;True;171;65
ACO;1010,00;70;4;True;171;65
Firefly;1006,61;47;3;True;241;43
Camel;1015,47;47;3;True;241;43
ACO;1007,20;47;3;True;241;43
Firefly;1006,54;84;2;True;75;81
Camel;1024,86;91;2;True;75;81
ACO;1007,48;84;2;True;75;81
Camel;1035,27;131;4;True;159;121
Firefly;1007,99;127;4;True;159;121
ACO;1007,55;129;6;True;159;121
Firefly;1007,74;112;2;True;288;109
Camel;1015,56;127;6;True;288;109
ACO;1006,00;112;2;True;288;109
Firefly;1006,28;52;5;True;77;46
Camel;1013,27;54;5;True;77;46
ACO;1013,25;53;5;True;77;46
Camel;1015,69;128;4;True;400;115
ACO;1039,36;121;4;True;400;115
Camel;1028,67;133;3;True;130;118
Firefly;1006,09;122;3;True;130;118
ACO;1008,61;122;3;True;130;118
Firefly;1006,17;7;1;True;79;5
Camel;1006,53;7;1;True;79;5
ACO;1005,99;7;1;True;79;5
Firefly;1006,02;45;4;True;252;38
Camel;1013,12;46;4;True;252;38
ACO;1010,67;0;0;False;252;38
Camel;1018,97;90;3;True;86;82
Firefly;1007,58;86;3;True;86;82
ACO;1009,02;86;3;True;86;82
Firefly;1008,50;62;2;True;252;59
Camel;1008,35;63;2;True;252;59
ACO;1011,29;62;2;True;252;59
Firefly;1007,28;60;4;True;82;55
Camel;1021,68;65;6;True;82;55
ACO;1010,12;60;4;True;82;55
Firefly;1007,07;84;5;True;82;78
Camel;1007,83;90;7;True;82;78
ACO;1029,59;84;5;True;82;78
Camel;1014,57;54;4;True;142;46
Firefly;1011,96;53;4;True;142;46
ACO;1010,19;0;0;False;142;46
Camel;1018,56;59;4;True;142;54
Firefly;1010,62;59;4;True;142;54
ACO;1007,28;59;4;True;142;54
Firefly;1006,18;96;9;True;172;85
Camel;1076,77;96;7;True;172;85
ACO;1010,33;91;5;True;172;85
Camel;1040,63;100;3;True;166;89
Firefly;1008,44;93;3;True;166;89
ACO;1006,07;93;3;True;166;89
Firefly;1008,19;78;4;True;86;72
Camel;1022,69;85;6;True;86;72
ACO;1007,43;79;6;True;86;72
Firefly;1006,64;41;4;True;263;36
Camel;1008,13;41;4;True;263;36
ACO;1007,51;41;4;True;263;36
Firefly;1006,56;106;5;True;201;90
Camel;1018,78;105;7;True;201;90
ACO;1012,10;103;9;True;201;90
Camel;1012,34;146;10;True;165;125
Firefly;1007,32;138;8;True;165;125
ACO;1013,70;0;0;False;165;125
Firefly;1005,92;34;4;True;314;29
Camel;1009,25;34;4;True;314;29
ACO;1007,31;34;4;True;314;29
Firefly;1007,48;101;4;True;259;94
Camel;1020,77;112;9;True;259;94
ACO;1012,50;0;0;False;259;94
Firefly;1008,09;103;4;True;259;98
Camel;1045,91;118;8;True;259;98
ACO;1006,84;103;4;True;259;98
Camel;1009,80;106;8;True;304;91
ACO;1012,19;116;18;True;304;91
Firefly;1007,48;93;5;True;362;87
Camel;1016,08;101;13;True;362;87
ACO;1009,05;93;5;True;362;87
Camel;1015,14;146;8;True;165;130
ACO;1009,19;0;0;False;165;130
Camel;1043,58;151;8;True;165;130
Firefly;1006,88;140;4;True;165;130
ACO;1045,78;0;0;False;165;130
Camel;1006,09;16;3;True;165;12
Firefly;1006,41;16;3;True;165;12
ACO;1006,24;16;3;True;165;12
Firefly;1008,09;84;5;True;181;73
Camel;1016,62;90;7;True;181;73
ACO;1014,47;0;0;False;181;73
Firefly;1007,02;15;2;True;181;12
Camel;1007,11;15;2;True;181;12
ACO;1047,42;15;2;True;181;12
Firefly;1006,23;60;5;True;99;54
Camel;1009,55;62;5;True;99;54
ACO;1016,24;60;5;True;99;54
Camel;1011,38;70;5;True;159;59
Firefly;1007,02;65;5;True;159;59
ACO;1007,63;65;5;True;159;59
Firefly;1006,78;76;3;True;196;72
Camel;1021,76;81;3;True;196;72
ACO;1009,74;76;3;True;196;72
Firefly;1005,98;30;3;True;224;26
Camel;1009,00;30;3;True;224;26
ACO;1008,45;30;3;True;224;26
Firefly;1005,89;25;1;True;254;23
Camel;1006,50;25;1;True;254;23
ACO;1006,68;25;1;True;254;23
Firefly;1007,05;83;5;True;104;77
Camel;1007,57;87;5;True;104;77
ACO;1013,00;83;5;True;104;77
Camel;1020,08;105;4;True;187;95
Firefly;1006,32;101;4;True;187;95
ACO;1008,09;101;4;True;187;95
Firefly;1006,04;45;3;True;288;41
Camel;1013,03;47;5;True;288;41
ACO;1013,15;45;3;True;288;41
Firefly;1006,13;55;3;True;106;51
Camel;1006,32;57;3;True;106;51
ACO;1012,30;55;3;True;106;51
Camel;1019,65;116;11;True;161;97
Firefly;1007,66;106;7;True;161;97
ACO;1009,83;105;7;True;161;97
Firefly;1007,42;89;3;True;266;85
Camel;1054,41;99;9;True;266;85
ACO;1012,36;89;3;True;266;85
Firefly;1006,62;31;3;True;333;27
Camel;1008,94;31;3;True;333;27
ACO;1005,98;31;3;True;333;27
Firefly;1024,44;113;5;True;1;107
Camel;1025,74;122;6;True;1;107
ACO;1011,27;113;5;True;1;107
Camel;1032,82;112;2;True;114;108
Firefly;1006,95;111;2;True;114;108
ACO;1008,85;111;2;True;114;108
Firefly;1011,40;88;4;True;225;82
Camel;1028,76;97;6;True;225;82
ACO;1009,82;87;4;True;225;82
Firefly;1007,14;100;8;True;312;91
Camel;1026,47;102;8;True;312;91
ACO;1013,10;97;5;True;312;91
Firefly;1006,11;74;2;True;5;71
Camel;1021,45;78;3;True;5;71
ACO;1010,24;74;2;True;5;71
Camel;1025,88;88;4;True;79;80
Firefly;1008,18;85;4;True;79;80
ACO;1010,28;85;4;True;79;80
Firefly;1006,74;59;7;True;164;51
Camel;1011,93;60;5;True;164;51
ACO;1011,25;57;5;True;164;51
Firefly;1006,43;47;4;True;221;42
Camel;1008,67;47;4;True;221;42
ACO;1007,48;47;4;True;221;42
Firefly;1006,63;74;5;True;9;68
Camel;1025,52;80;5;True;9;68
ACO;1007,82;74;5;True;9;68
Camel;1015,24;54;4;True;83;48
Firefly;1006,26;54;4;True;83;48
ACO;1007,68;54;4;True;83;48
Firefly;1007,29;52;4;True;137;45
Camel;1014,08;54;6;True;137;45
ACO;1006,18;0;0;False;137;45
Firefly;1006,23;33;3;True;137;28
Camel;1006,33;33;4;True;137;28
ACO;1006,57;33;4;True;137;28
Firefly;1006,13;18;3;True;170;14
Camel;1007,82;18;3;True;170;14
ACO;1006,30;18;3;True;170;14
Firefly;1006,02;28;2;True;14;23
Camel;1006,41;28;2;True;14;23
ACO;1006,87;0;0;False;14;23
Firefly;1006,41;43;1;True;15;41
Camel;1007,42;43;1;True;15;41
ACO;1039,47;43;1;True;15;41
Camel;1005,94;79;5;True;58;72
Firefly;1006,57;76;3;True;58;72
ACO;1006,16;76;3;True;58;72
Firefly;1006,65;108;4;True;134;103
Camel;1012,57;121;12;True;134;103
ACO;1006,25;108;4;True;134;103
Firefly;1006,20;65;4;True;242;60
Camel;1020,09;67;4;True;242;60
ACO;1009,60;65;4;True;242;60
Firefly;1006,48;110;6;True;19;100
Camel;1024,56;120;9;True;19;100
ACO;1010,86;0;0;False;19;100
Firefly;1006,23;53;5;True;20;47
Camel;1016,22;54;5;True;20;47
ACO;1007,69;53;5;True;20;47
Camel;1006,01;27;3;True;73;23
Firefly;1006,76;27;3;True;73;23
ACO;1011,86;27;3;True;73;23
Firefly;1005,86;18;1;True;100;16
Camel;1006,41;18;1;True;100;16
ACO;1006,56;18;1;True;100;16
Firefly;1006,68;42;4;True;118;36
Camel;1014,30;41;3;True;118;36
ACO;1010,79;41;3;True;118;36
Firefly;1006,82;67;3;True;24;63
Camel;1006,88;71;5;True;24;63
ACO;1011,49;67;3;True;24;63
Camel;1046,20;102;7;True;91;88
Firefly;1007,36;95;3;True;91;88
ACO;1010,39;94;5;True;91;88
Firefly;1006,33;85;9;True;185;74
Camel;1020,72;82;3;True;185;74
ACO;1007,14;78;3;True;185;74
Firefly;1011,40;20;2;True;263;17
Camel;1006,00;20;2;True;263;17
ACO;1007,81;20;2;True;263;17
Firefly;1008,85;100;5;True;1;94
Camel;1032,93;108;7;True;1;94
ACO;1011,45;100;5;True;1;94
Camel;1020,26;92;5;True;101;78
Firefly;1006,45;84;5;True;101;78
ACO;1066,05;68;28;True;101;78
Firefly;1006,68;80;2;True;8;75
Camel;1023,59;85;5;True;8;75
ACO;1006,01;78;2;True;8;75
Firefly;1005,97;38;2;True;86;35
Camel;1012,88;38;2;True;86;35
ACO;1006,57;38;2;True;86;35
Firefly;1007,88;39;4;True;5;34
Camel;1007,69;39;4;True;5;34
ACO;1012,63;39;4;True;5;34
Camel;1017,22;41;4;True;44;36
Firefly;1009,40;41;4;True;44;36
ACO;1013,41;41;4;True;44;36
Camel;1046,82;117;10;True;85;99
ACO;1007,80;0;0;False;85;99
Firefly;1007,52;53;5;True;85;45
Camel;1023,55;56;5;True;85;45
ACO;1006,43;0;0;False;85;45
Firefly;1008,03;66;3;True;85;60
Camel;1006,88;70;5;True;85;60
ACO;1010,86;0;0;False;85;60
Camel;1020,95;118;9;True;85;90
ACO;1006,81;0;0;False;85;90
Firefly;1006,11;24;3;True;85;20
Camel;1007,97;24;3;True;85;20
ACO;1007,87;24;3;True;85;20
Firefly;1006,79;72;3;True;109;68
Camel;1021,26;77;6;True;109;68
ACO;1009,93;72;3;True;109;68
Firefly;1015,45;22;3;True;1;16
Camel;1007,77;22;3;True;1;16
ACO;1011,02;20;3;True;1;16
Camel;1015,96;27;1;True;21;25
Firefly;1006,58;27;1;True;21;25
ACO;1006,66;27;1;True;21;25
Firefly;1007,63;70;4;True;48;65
Camel;1009,81;74;6;True;48;65
ACO;1007,42;70;4;True;48;65
Firefly;1007,85;8;2;True;1;5
Camel;1007,92;8;2;True;1;5
ACO;1006,84;8;2;True;1;5
Camel;1006,49;12;2;True;9;9
Firefly;1005,90;12;2;True;9;9
ACO;1005,87;12;2;True;9;9

Firefly;1008,12;39;3;True;1;35
Camel;1009,62;39;3;True;1;35
ACO;1013,02;39;3;True;1;35
Camel;1010,73;84;2;True;40;80
Firefly;1006,14;83;2;True;40;80
ACO;1008,38;83;2;True;40;80
Firefly;1006,32;9;2;True;123;6
Camel;1006,50;9;2;True;123;6
ACO;1007,51;9;2;True;123;6
Firefly;1006,66;99;3;True;132;95
Camel;1006,66;104;5;True;132;95
ACO;1010,37;99;3;True;132;95
Firefly;1006,05;47;5;True;5;41
Camel;1006,08;47;5;True;5;41
ACO;1014,79;47;5;True;5;41
Camel;1048,98;119;4;True;52;109
Firefly;1007,17;115;4;True;52;109
ACO;1008,14;115;4;True;52;109
Firefly;1007,22;76;4;True;167;71
Camel;1022,74;82;6;True;167;71
ACO;1008,48;76;4;True;167;71
Firefly;1006,28;18;2;True;243;15
Camel;1006,65;18;2;True;243;15
ACO;1007,02;18;2;True;243;15
Firefly;1006,02;29;4;True;9;24
Camel;1007,78;28;3;True;9;24
ACO;1014,86;28;3;True;9;24
Camel;1017,11;72;4;True;37;66
Firefly;1006,29;71;4;True;37;66
ACO;1007,99;71;4;True;37;66
Firefly;1005,82;14;2;True;108;11
Camel;1006,58;14;2;True;108;11
ACO;1007,23;14;2;True;108;11
Firefly;1030,66;69;3;True;122;65
Camel;1017,12;73;4;True;122;65
ACO;1013,88;69;3;True;122;65
Firefly;1006,27;56;3;True;13;52
Camel;1018,91;56;3;True;13;52
ACO;1008,87;56;3;True;13;52
Camel;1018,68;59;3;True;69;51
Firefly;1007,11;57;3;True;69;51
ACO;1014,27;0;0;False;69;51
Camel;1009,61;66;4;True;69;56
Firefly;1007,36;66;7;True;69;56
ACO;1036,71;0;0;False;69;56
Camel;1030,33;97;3;True;69;89
Firefly;1006,20;93;3;True;69;89
ACO;1007,78;95;5;True;69;89
Firefly;1015,69;133;9;True;164;115
Camel;1015,50;134;9;True;164;115
ACO;1013,64;121;5;True;164;115
Firefly;1006,20;84;5;True;285;78
Camel;1017,52;87;3;True;285;78
ACO;1012,67;84;5;True;285;78
Firefly;1006,74;111;2;True;20;108
Camel;1022,31;122;9;True;20;108
ACO;1015,87;115;6;True;20;108
Camel;1013,49;88;4;True;135;74
Firefly;1007,11;81;4;True;135;74
ACO;1012,24;0;0;False;135;74
Camel;1083,22;86;6;True;135;74
Firefly;1006,01;81;4;True;135;74
ACO;1008,36;0;0;False;135;74
Camel;1094,57;83;4;True;135;74
Firefly;1006,47;81;4;True;135;74
ACO;1013,95;0;0;False;135;74
Camel;1014,07;78;4;True;135;71
Firefly;1006,23;76;4;True;135;71
ACO;1008,06;76;4;True;135;71
Firefly;1005,95;103;4;True;211;98
Camel;1022,68;111;5;True;211;98
ACO;1007,94;103;4;True;211;98
Firefly;1006,23;70;4;True;314;65
Camel;1014,10;71;4;True;314;65
ACO;1007,11;70;4;True;314;65
Firefly;1006,04;44;3;True;27;40
Camel;1029,18;44;3;True;27;40
ACO;1012,70;44;3;True;27;40
Camel;1030,91;112;3;True;71;95
Firefly;1006,71;99;3;True;71;95
ACO;1016,39;99;3;True;71;95
Firefly;1007,48;101;7;True;170;88
Camel;1030,21;103;5;True;170;88
ACO;1007,26;96;7;True;170;88

Firefly;1008,62;82;3;True;1;78
Camel;1023,77;87;4;True;1;78
ACO;1010,02;82;3;True;1;78
Camel;1008,91;28;3;True;83;22
Firefly;1006,29;28;3;True;83;22
ACO;1008,52;139;71;True;83;22
Firefly;1007,53;141;6;True;222;130
Camel;1018,60;153;12;True;222;130
ACO;1014,33;135;4;True;222;130
Firefly;1009,32;66;3;True;1;61
Camel;1014,13;69;5;True;1;61
ACO;1013,71;67;3;True;1;61
Camel;1010,27;68;4;True;68;63
Firefly;1006,17;67;3;True;68;63
ACO;1008,67;67;3;True;68;63
Firefly;1008,32;115;3;True;135;111
Camel;1007,51;126;6;True;135;111
ACO;1007,65;115;3;True;135;111
Firefly;1007,44;115;5;True;250;109
Camel;1021,53;123;7;True;250;109
ACO;1012,76;127;11;True;250;109
Firefly;1006,16;23;3;True;5;17
Camel;1026,21;23;3;True;5;17
ACO;1006,45;21;3;True;5;17
Camel;1007,23;46;3;True;26;42
Firefly;1006,28;46;3;True;26;42
ACO;1006,36;46;3;True;26;42
Firefly;1006,15;78;5;True;72;70
Camel;1028,00;84;11;True;72;70
ACO;1006,81;77;5;True;72;70
Firefly;1006,78;47;5;True;149;41
Camel;1016,94;47;5;True;149;41
ACO;1010,25;47;5;True;149;41
Firefly;1006,67;49;3;True;9;43
Camel;1018,57;51;3;True;9;43
ACO;1009,49;0;0;False;9;43
Firefly;1013,29;27;3;True;10;23
Camel;1008,36;27;3;True;10;23
ACO;1012,68;27;3;True;10;23
Camel;1020,80;81;5;True;37;72
Firefly;1008,24;83;5;True;37;72
ACO;1006,64;0;0;False;37;72
Camel;1019,52;84;4;True;37;78
Firefly;1006,45;83;4;True;37;78
ACO;1008,99;83;4;True;37;78
Firefly;1036,51;46;4;True;120;41
Camel;1026,60;46;4;True;120;41
ACO;1012,59;46;4;True;120;41
Firefly;1006,42;43;4;True;166;38
Camel;1013,69;43;4;True;166;38
ACO;1005,91;42;3;True;166;38
Firefly;1006,33;31;1;True;15;29
Camel;1009,34;31;1;True;15;29
ACO;1006,13;31;1;True;15;29
Camel;1037,93;121;11;True;46;101
Firefly;1007,22;109;7;True;46;101
ACO;1036,30;113;9;True;46;101
Firefly;1008,21;78;4;True;159;73
Camel;1016,57;81;4;True;159;73
ACO;1012,31;78;4;True;159;73
Firefly;1006,32;66;6;True;237;53
Camel;1011,52;61;6;True;237;53
ACO;1007,20;61;6;True;237;53
Firefly;1006,38;45;3;True;19;41
Camel;1010,06;45;3;True;19;41
ACO;1010,48;45;3;True;19;41
Camel;1020,04;76;2;True;64;73
Firefly;1006,88;76;2;True;64;73
ACO;1007,58;76;2;True;64;73
Firefly;1006,45;68;3;True;140;61
Camel;1009,05;69;4;True;140;61
ACO;1011,26;66;4;True;140;61
Firefly;1006,68;87;3;True;206;83
Camel;1008,39;92;3;True;206;83
ACO;1010,25;87;3;True;206;83
Firefly;1007,40;94;3;True;23;88
Camel;1055,80;104;7;True;23;88
ACO;1012,96;0;0;False;23;88
Firefly;1007,36;138;3;True;24;131
Camel;1011,29;154;9;True;24;131
ACO;1014,07;0;0;False;24;131
Firefly;1006,50;42;3;True;25;38
Camel;1008,94;42;3;True;25;38
ACO;1010,90;42;3;True;25;38
Camel;1037,35;132;7;True;67;115
Firefly;1006,84;124;7;True;67;115
ACO;1013,95;121;5;True;67;115
Firefly;1008,12;101;11;True;188;72
Camel;1024,87;100;11;True;188;72
ACO;1012,45;0;0;False;188;72
Firefly;1006,56;48;4;True;188;43
Camel;1009,74;49;4;True;188;43
ACO;1013,25;48;4;True;188;43
Firefly;1006,78;111;6;True;236;104
Camel;1023,16;117;7;True;236;104
ACO;1006,35;111;5;True;236;104
Firefly;1006,99;67;2;True;30;62
Camel;1055,51;69;5;True;30;62
ACO;1013,18;66;3;True;30;62
Camel;1007,63;30;1;True;96;28
Firefly;1006,87;30;1;True;96;28
ACO;1006,53;30;1;True;96;28
Firefly;1009,00;121;5;True;126;110
Camel;1008,94;133;9;True;126;110
ACO;1039,98;0;0;False;126;110
Firefly;1006,10;56;3;True;126;52
Camel;1009,49;59;4;True;126;52
ACO;1006,50;56;3;True;126;52
Firefly;1006,23;50;3;True;182;46
Camel;1007,54;50;3;True;182;46
ACO;1009,49;50;3;True;182;46
Firefly;1005,92;47;3;True;35;41
Camel;1008,03;49;3;True;35;41
ACO;1013,61;0;0;False;35;41
Firefly;1007,42;45;3;True;36;38
Camel;1014,19;44;3;True;36;38
ACO;1031,92;0;0;False;36;38
Firefly;1007,66;52;3;True;37;48
Camel;1031,62;54;3;True;37;48
ACO;1007,11;52;3;True;37;48
Camel;1007,48;44;2;True;89;40
Firefly;1006,26;44;2;True;89;40
ACO;1005,98;44;2;True;89;40
Firefly;1007,51;110;3;True;133;105
Camel;1016,82;122;5;True;133;105
ACO;1010,16;110;3;True;133;105
Firefly;1006,50;57;5;True;243;51
Camel;1012,27;58;5;True;243;51
ACO;1006,13;57;5;True;243;51
Firefly;1006,23;29;3;True;41;25
Camel;1005,98;29;3;True;41;25
ACO;1007,05;29;3;True;41;25
Camel;1011,90;106;2;True;70;100
Firefly;1007,20;104;2;True;70;100
ACO;1008,85;104;2;True;70;100
Firefly;1006,96;49;4;True;174;44
Camel;1019,04;52;6;True;174;44
ACO;1008,58;49;4;True;174;44
Firefly;1006,13;85;5;True;223;79
Camel;1008,00;87;3;True;223;79
ACO;1011,26;84;4;True;223;79
Firefly;1007,54;108;5;True;45;100
Camel;1030,33;115;8;True;45;100
ACO;1011,66;109;8;True;45;100
Camel;1006,38;24;3;True;154;20
Firefly;1038,27;25;2;True;154;20
ACO;1006,07;24;3;True;154;20
Firefly;1006,35;107;5;True;178;98
Camel;1016,51;108;3;True;178;98
ACO;1007,63;106;5;True;178;98
Firefly;1006,17;37;4;True;284;32
Camel;1009,71;37;4;True;284;32
ACO;1009,61;37;4;True;284;32
Firefly;1006,13;43;2;True;49;36
Camel;1013,73;41;3;True;49;36
ACO;1008,30;40;3;True;49;36
Camel;1027,62;15;1;True;89;13
Firefly;1006,17;15;1;True;89;13
ACO;1006,84;15;1;True;89;13
Firefly;1006,23;28;3;True;104;24
Camel;1008,18;28;3;True;104;24
ACO;1008,55;30;5;True;104;24
Firefly;1006,13;54;2;True;134;51
Camel;1017,49;55;2;True;134;51
ACO;1008,64;54;2;True;134;51
Firefly;1007,54;86;2;True;53;81
Camel;1043,95;93;4;True;53;81
ACO;1009,95;85;3;True;53;81
Camel;1015,90;71;3;True;138;62
Firefly;1007,94;68;5;True;138;62
ACO;1008,18;68;5;True;138;62
Firefly;1006,17;80;2;True;206;77
Camel;1015,32;85;2;True;206;77
ACO;1006,71;80;2;True;206;77
Firefly;1006,90;88;4;True;286;82
Camel;1015,81;94;6;True;286;82
ACO;1016,54;88;4;True;286;82
Firefly;1008,18;55;5;True;57;49
Camel;1014,53;55;5;True;57;49
ACO;1012,02;56;6;True;57;49
Camel;1007,02;45;4;True;113;40
Firefly;1006,96;45;4;True;113;40
ACO;1012,63;45;4;True;113;40
Firefly;1007,26;138;7;True;158;121
Camel;1014,83;145;7;True;158;121
ACO;1006,59;0;0;False;158;121
Firefly;1007,45;99;8;True;158;87
Camel;1042,48;103;7;True;158;87
ACO;1006,29;93;5;True;158;87
Firefly;1007,39;59;2;True;251;56
Camel;1016,72;60;2;True;251;56
ACO;1036,99;59;2;True;251;56
Firefly;1007,94;60;3;True;62;56
Camel;1008,36;66;5;True;62;56
ACO;1035,22;62;5;True;62;56
Camel;1017,03;40;5;True;124;34
Firefly;1006,29;41;6;True;124;34
ACO;1006,53;40;5;True;124;34
Firefly;1008,30;102;4;True;164;97
Camel;1043,15;109;6;True;164;97
ACO;1009,64;100;2;True;164;97
Firefly;1006,23;144;17;True;264;119
Camel;1010,32;137;11;True;264;119
ACO;1010,68;130;9;True;264;119
Firefly;1007,39;102;4;True;66;97
Camel;1008,85;115;4;True;66;97
ACO;1008,00;102;4;True;66;97
Camel;1039,67;21;2;True;168;18
Firefly;1006,53;21;2;True;168;18
ACO;1006,41;21;2;True;168;18
Firefly;1006,47;6;1;True;189;4
Camel;1007,02;6;1;True;189;4
ACO;1006,04;6;1;True;189;4
Firefly;1033,75;129;9;True;195;113
Camel;1037,05;131;11;True;195;113
ACO;1011,54;126;10;True;195;113
Firefly;1006,84;73;3;True;72;69
Camel;1023,80;76;5;True;72;69
ACO;1012,45;73;3;True;72;69
Camel;1023,93;129;3;True;145;111
Firefly;1007,20;121;5;True;145;111
ACO;1008,42;119;5;True;145;111
Firefly;1006,71;37;3;True;264;33
Camel;1010,80;37;3;True;264;33
ACO;1007,51;37;3;True;264;33
Firefly;1007,71;112;4;True;1;102
Camel;1033,83;114;3;True;1;102
ACO;1012,34;105;2;True;1;102
Camel;1007,39;22;4;True;106;17
Firefly;1007,11;22;4;True;106;17
ACO;1006,21;22;4;True;106;17
Firefly;1006,27;34;4;True;128;29
Camel;1010,27;34;4;True;128;29
ACO;1012,20;34;4;True;128;29
Firefly;1007,97;21;4;True;1;16
Camel;1007,46;21;4;True;1;16
ACO;1014,56;21;4;True;1;16
Camel;1012,98;60;3;True;22;56
Firefly;1006,51;60;3;True;22;56
ACO;1007,81;60;3;True;22;56


Firefly;1006,26;54;3;True;82;48
Camel;1012,85;55;4;True;82;48
ACO;1009,62;53;4;True;82;48
Camel;1014,61;48;3;True;1;42
ACO;1009,88;0;0;False;1;42
Firefly;1008,02;48;3;True;1;42
Camel;1015,72;57;5;True;49;51
ACO;1010,52;57;5;True;49;51
Firefly;1006,03;57;5;True;49;51
Camel;1008,24;28;3;True;106;24
ACO;1005,69;28;3;True;106;24
Firefly;1005,97;28;3;True;106;24
Camel;1017,53;52;4;True;134;47
ACO;1010,39;51;3;True;134;47
Firefly;1006,45;51;3;True;134;47
Camel;1022,51;86;8;True;13;74
ACO;1006,38;79;4;True;13;74
Firefly;1010,64;79;4;True;13;74
Camel;1018,84;73;4;True;92;67
ACO;1010,38;72;4;True;92;67
Firefly;1007,16;72;4;True;92;67
Camel;1006,32;26;2;True;164;21
ACO;1013,63;0;0;False;164;21
Firefly;1006,35;26;2;True;164;21
Camel;1005,84;51;4;True;190;46
ACO;1036,16;50;3;True;190;46
Firefly;1005,84;50;3;True;190;46
Camel;1019,75;79;4;True;17;67
ACO;1013,43;72;4;True;17;67
Firefly;1007,42;73;3;True;17;67
Camel;1022,21;71;3;True;90;56
ACO;1008,95;0;0;False;90;56
Firefly;1007,91;68;5;True;90;56
Camel;1009,21;103;6;True;158;88
ACO;1021,58;93;4;True;158;88
Firefly;1007,76;94;4;True;158;88
Camel;1007,78;39;3;True;252;35
ACO;1028,85;39;3;True;252;35
Firefly;1017,67;39;3;True;252;35
Camel;1008,91;28;3;True;22;24
ACO;1007,51;28;3;True;22;24
Firefly;1005,76;28;3;True;22;24
Camel;1033,73;103;5;True;50;94
ACO;1011,67;100;5;True;50;94
Firefly;1006,86;100;5;True;50;94
Camel;1006,39;23;3;True;150;19
ACO;1009,90;23;3;True;150;19
Firefly;1006,81;23;3;True;150;19
Camel;1030,61;99;7;True;173;89
ACO;1012,09;93;3;True;173;89
Firefly;1006,06;94;3;True;173;89
Camel;1009,55;98;6;True;28;87
ACO;1011,87;92;4;True;28;87
Firefly;1007,28;93;4;True;28;87
Camel;1031,95;111;3;True;121;104
ACO;1008,59;108;3;True;121;104
Firefly;1006,55;108;3;True;121;104
Camel;1006,32;26;3;True;229;22
ACO;1012,02;26;3;True;229;22
Firefly;1005,98;26;3;True;229;22
Camel;1009,77;34;4;True;255;29
ACO;1010,93;34;4;True;255;29
Firefly;1012,09;34;4;True;255;29
Camel;1020,26;75;6;True;32;65
ACO;1007,28;69;3;True;32;65
Firefly;1006,64;70;4;True;32;65
Camel;1015,52;56;6;True;102;44
ACO;1011,46;0;0;False;102;44
Firefly;1006,81;56;6;True;102;44
Camel;1008,79;26;4;True;158;19
ACO;1009,52;0;0;False;158;19
Firefly;1005,94;26;4;True;158;19
Camel;1012,50;42;3;True;184;38
ACO;1008,51;42;3;True;184;38
Firefly;1006,45;42;3;True;184;38
Camel;1010,99;29;3;True;36;25
ACO;1008,30;29;3;True;36;25
Firefly;1006,10;30;2;True;36;25
Camel;1013,67;83;4;True;66;71
ACO;1013,92;172;68;True;66;71
Firefly;1006,59;78;4;True;66;71
Camel;1010,01;74;4;True;144;66
ACO;1011,72;69;2;True;144;66
Firefly;1009,52;69;2;True;144;66
Camel;1017,33;58;5;True;213;52
ACO;1007,57;57;4;True;213;52
Firefly;1005,62;57;4;True;213;52
Camel;1008,55;73;7;True;40;64
ACO;1010,25;70;5;True;40;64
Firefly;1005,86;70;5;True;40;64
Camel;1015,63;70;3;True;110;63
ACO;1007,57;0;0;False;110;63
Firefly;1007,08;69;3;True;110;63
Camel;1026,61;118;11;True;179;101
ACO;1010,50;109;5;True;179;101
Firefly;1008,06;114;9;True;179;101
Camel;1016,11;48;3;True;293;44
ACO;1005,86;48;3;True;293;44
Firefly;1005,86;48;3;True;293;44
Camel;1008,55;96;3;True;46;83
ACO;1010,99;0;0;False;46;83
Firefly;1005,86;98;7;True;46;83
Camel;1016,36;51;4;True;144;46
ACO;1006,10;51;4;True;144;46
Firefly;1006,59;51;4;True;144;46
Camel;1019,53;62;5;True;195;54
ACO;1016,85;59;4;True;195;54
Firefly;1006,10;58;3;True;195;54
Camel;1016,11;85;6;True;253;75
ACO;1008,30;80;4;True;253;75
Firefly;1007,81;84;6;True;253;75
Camel;1013,43;130;12;True;50;112
ACO;1012,94;119;4;True;50;112
Firefly;1009,52;119;6;True;50;112
Camel;1023,19;141;8;True;169;125
ACO;1005,86;131;4;True;169;125
Firefly;1007,81;135;6;True;169;125
Camel;1024,90;84;7;True;304;70
ACO;1011,23;76;5;True;304;70
Firefly;1005,86;81;7;True;304;70
Camel;1016,85;64;5;True;385;57
ACO;1006,35;64;6;True;385;57
Firefly;1006,84;63;5;True;385;57
Camel;1005,86;60;6;True;54;52
ACO;1007,81;59;6;True;54;52
Firefly;1006,10;60;5;True;54;52
Camel;1036,13;100;5;True;114;81
ACO;1012,21;0;0;False;114;81
Firefly;1005,86;100;9;True;114;81
Camel;1009,77;29;2;True;214;24
